0 0
1 0.34286
2 0.230379
3 0.225033
4 0.14711
5 0.114361
6 -0.0572665
7 0.296491
8 0.145951
9 0.0813412
10 -0.0189302
11 -0.0235011
12 -0.125776
13 -0.251966
14 0.0122917
15 -0.0896289
16 -0.17394
17 -0.17889
18 -0.253628
19 -0.308065
20 -0.447275
21 -0.146076
22 -0.273279
23 -0.272755
24 -0.329378
25 -0.324971
26 -0.41782
27 0
28 0
29 0.100876
30 0.107602
31 0.128257
32 0.0704499
33 0.0803083
34 -0.048645
35 0.325049
36 0.187824
37 0.174693
38 0.117281
39 0.146713
40 0.0739697
41 -0.0146993
42 0.272922
43 0.215374
44 0.160604
45 0.176029
46 0.141891
47 0.122222
48 0.0105936
49 0.353428
50 0.247647
51 0.253185
52 0.224295
53 0.255976
54 0.245094
55 0
56 0
57 -0.198039
58 -0.285077
59 -0.268838
60 -0.296316
61 -0.276073
62 -0.346063
63 -0.101241
64 -0.151605
65 -0.136664
66 -0.171517
67 -0.139521
68 -0.175106
69 -0.206271
70 -0.0113745
71 -0.0290477
72 -0.052706
73 -0.00580538
74 -0.0578116
75 -0.045471
76 -0.14475
77 0.230634
78 0.129096
79 0.168596
80 0.13185
81 0.17808
82 0.125906
83 0
