0 0
1 -0.406176
2 -0.176151
3 -0.152344
4 -0.307579
5 0.0201874
6 -0.195159
7 0.230924
8 -0.000174226
9 0.340484
10 0.112574
11 0.375848
12 0.322007
13 0.319358
14 0.256452
15 0.343683
16 0.256156
17 0.406205
18 0.299507
19 0.194961
20 0.333832
21 -0.0907887
22 0.0484019
23 0.0638886
24 0.0872928
25 0.122116
26 -0.126232
27 0
28 0
29 -0.585654
30 -0.244262
31 -0.238337
32 -0.451829
33 -0.342601
34 -0.312685
35 0.0948103
36 -0.193406
37 -0.185599
38 -0.15194
39 0.0878469
40 0.00684056
41 -0.0973077
42 -0.201227
43 -0.173684
44 -0.0881566
45 -0.0858873
46 0.0224901
47 -0.0349022
48 -0.0114377
49 -0.488847
50 -0.232589
51 -0.117485
52 -0.0733209
53 -0.170984
54 -0.382941
55 0
56 0
57 -0.495562
58 -0.043446
59 -0.0347601
60 -0.0232039
61 0.0730707
62 -0.173832
63 0.0925268
64 0.0284386
65 0.199586
66 0.12711
67 0.175427
68 0.0272422
69 0.0789237
70 -0.0283491
71 0.0326418
72 0.0823219
73 0.261681
74 0.0114821
75 0.265828
76 0.348626
77 -0.0506411
78 0.113396
79 0.136574
80 0.247939
81 0.224046
82 -0.085848
83 0
